Unnamed: 0,y,x,z,distance,speedlimit
0,-171.70000000000027,2.099999999999909,19.764705882352946,0.0,50
1,-171.70000000000027,2.300000000000182,19.764705882352946,0.2000000000002728,50
2,-171.70000000000027,2.5,19.764705882352946,0.4000000000000909,50
3,-171.70000000000027,2.700000000000273,19.764705882352946,0.6000000000003638,50
4,-171.70000000000027,2.900000000000091,19.764705882352946,0.8000000000001819,50
5,-171.70000000000027,3.099999999999909,19.764705882352946,1.0,50
6,-171.70000000000027,3.300000000000182,19.764705882352946,1.2000000000002728,50
7,-171.70000000000027,3.5,19.764705882352946,1.400000000000091,50
8,-171.70000000000027,3.700000000000273,19.764705882352946,1.6000000000003638,50
9,-171.70000000000027,3.900000000000091,19.764705882352946,1.800000000000182,50
10,-171.70000000000027,4.099999999999909,19.764705882352946,2.0,50
11,-171.70000000000027,4.300000000000182,19.764705882352946,2.200000000000273,50
12,-171.70000000000027,4.5,19.764705882352946,2.400000000000091,50
13,-171.70000000000027,4.700000000000273,19.764705882352946,2.600000000000364,50
14,-171.70000000000027,4.900000000000091,19.764705882352946,2.800000000000182,50
15,-171.70000000000027,5.099999999999909,19.764705882352946,3.0,50
16,-171.70000000000027,5.300000000000182,19.764705882352946,3.200000000000273,50
17,-171.70000000000027,5.5,19.764705882352946,3.400000000000091,50
18,-171.70000000000027,5.700000000000273,19.764705882352946,3.600000000000364,50
19,-171.70000000000027,5.900000000000091,19.764705882352946,3.800000000000182,50
20,-171.70000000000027,6.099999999999909,19.764705882352946,4.0,50
21,-171.70000000000027,6.300000000000182,19.764705882352946,4.200000000000273,50
22,-171.70000000000027,6.5,19.764705882352946,4.400000000000091,50
23,-171.70000000000027,6.700000000000273,19.764705882352946,4.600000000000364,50
24,-171.70000000000027,6.900000000000091,19.764705882352946,4.800000000000182,50
25,-171.70000000000027,7.099999999999909,19.764705882352946,5.0,50
26,-171.70000000000027,7.300000000000182,19.764705882352946,5.200000000000273,50
27,-171.70000000000027,7.5,19.764705882352946,5.400000000000091,50
28,-171.70000000000027,7.700000000000273,19.764705882352946,5.600000000000364,50
29,-171.70000000000027,7.900000000000091,19.764705882352946,5.800000000000182,50
30,-171.70000000000027,8.099999999999909,19.764705882352946,6.0,50
31,-171.5,8.300000000000182,19.764705882352946,6.282842712475005,50
32,-171.5,8.5,19.764705882352946,6.482842712474823,50
33,-171.5,8.700000000000273,19.764705882352946,6.682842712475096,50
34,-171.5,8.900000000000091,19.764705882352946,6.882842712474914,50
35,-171.5,9.099999999999907,19.764705882352946,7.082842712474732,50
36,-171.5,9.300000000000182,19.764705882352946,7.282842712475005,50
37,-171.5,9.5,19.764705882352946,7.482842712474823,50
38,-171.5,9.700000000000273,19.764705882352946,7.682842712475096,50
39,-171.5,9.900000000000093,19.764705882352946,7.882842712474914,50
40,-171.5,10.099999999999907,19.764705882352946,8.082842712474733,50
41,-171.5,10.300000000000182,19.764705882352946,8.282842712475006,50
42,-171.5,10.5,19.764705882352946,8.482842712474824,50
43,-171.5,10.700000000000273,19.764705882352946,8.682842712475097,50
44,-171.5,10.900000000000093,19.764705882352946,8.882842712474915,50
45,-171.5,11.099999999999907,19.764705882352946,9.082842712474733,50
46,-171.5,11.300000000000182,19.764705882352946,9.282842712475006,50
47,-171.5,11.5,19.764705882352946,9.482842712474824,50
48,-171.5,11.700000000000273,19.764705882352946,9.682842712475097,50
49,-171.5,11.900000000000093,19.764705882352946,9.882842712474917,50
50,-171.5,12.099999999999907,19.764705882352946,10.082842712474733,50
51,-171.5,12.300000000000182,19.764705882352946,10.282842712475006,50
52,-171.5,12.5,19.764705882352946,10.482842712474824,50
53,-171.5,12.700000000000273,19.764705882352946,10.682842712475097,50
54,-171.5,12.900000000000093,19.764705882352946,10.882842712474917,50
55,-171.5,13.099999999999907,19.764705882352946,11.082842712474733,50
56,-171.5,13.300000000000182,19.764705882352946,11.282842712475006,50
57,-171.5,13.5,19.764705882352946,11.482842712474824,50
58,-171.5,13.700000000000273,19.764705882352946,11.682842712475097,50
59,-171.5,13.900000000000093,19.764705882352946,11.882842712474917,50
60,-171.5,14.099999999999907,19.764705882352946,12.082842712474733,50
61,-171.5,14.300000000000182,19.764705882352946,12.282842712475006,50
62,-171.5,14.5,19.764705882352946,12.482842712474824,50
63,-171.5,14.700000000000273,19.764705882352946,12.682842712475097,50
64,-171.5,14.900000000000093,19.764705882352946,12.882842712474917,50
65,-171.5,15.099999999999907,19.764705882352946,13.082842712474733,50
66,-171.5,15.300000000000182,19.764705882352946,13.282842712475006,50
67,-171.5,15.5,19.764705882352946,13.482842712474824,50
68,-171.5,15.700000000000273,19.764705882352946,13.682842712475097,50
69,-171.5,15.900000000000093,19.764705882352946,13.882842712474917,50
70,-171.5,16.09999999999991,19.764705882352946,14.082842712474733,50
71,-171.5,16.300000000000182,19.764705882352946,14.282842712475006,50
72,-171.5,16.5,19.764705882352946,14.482842712474824,50
73,-171.5,16.700000000000273,19.764705882352946,14.682842712475097,50
74,-171.5,16.90000000000009,19.764705882352946,14.882842712474917,50
75,-171.5,17.09999999999991,19.764705882352946,15.082842712474733,50
76,-171.5,17.300000000000182,19.764705882352946,15.282842712475006,50
77,-171.5,17.5,19.764705882352946,15.482842712474824,50
78,-171.5,17.700000000000273,19.764705882352946,15.682842712475097,50
79,-171.5,17.90000000000009,19.764705882352946,15.882842712474917,50
80,-171.5,18.09999999999991,19.764705882352946,16.082842712474733,50
81,-171.5,18.300000000000185,19.764705882352946,16.282842712475006,50
82,-171.5,18.5,19.764705882352946,16.482842712474824,50
83,-171.5,18.700000000000276,19.764705882352946,16.682842712475097,50
84,-171.5,18.90000000000009,19.764705882352946,16.882842712474915,50
85,-171.5,19.09999999999991,19.764705882352946,17.082842712474733,50
86,-171.5,19.300000000000185,19.764705882352946,17.282842712475006,50
87,-171.5,19.5,19.764705882352946,17.482842712474824,50
88,-171.5,19.700000000000276,19.764705882352946,17.682842712475097,50
89,-171.5,19.90000000000009,19.764705882352946,17.882842712474915,50
90,-171.5,20.09999999999991,19.764705882352946,18.082842712474733,50
91,-171.5,20.300000000000185,19.764705882352946,18.28284271247501,50
92,-171.5,20.5,19.764705882352946,18.482842712474824,50
93,-171.5,20.700000000000276,19.764705882352946,18.682842712475097,50
94,-171.5,20.90000000000009,19.764705882352946,18.882842712474915,50
95,-171.5,21.09999999999991,19.764705882352946,19.082842712474733,50
96,-171.5,21.300000000000185,19.764705882352946,19.28284271247501,50
97,-171.5,21.5,19.764705882352946,19.482842712474824,50
98,-171.5,21.700000000000276,19.764705882352946,19.682842712475097,50
99,-171.5,21.90000000000009,19.764705882352946,19.882842712474915,50
100,-171.5,22.09999999999991,19.764705882352946,20.082842712474733,50
101,-171.5,22.300000000000185,19.764705882352946,20.28284271247501,50
102,-171.5,22.5,19.764705882352946,20.482842712474824,50
103,-171.5,22.700000000000276,19.764705882352946,20.682842712475097,50
104,-171.5,22.90000000000009,19.764705882352946,20.882842712474915,50
105,-171.5,23.09999999999991,19.764705882352946,21.082842712474733,50
106,-171.5,23.300000000000185,19.764705882352946,21.28284271247501,50
107,-171.5,23.5,19.764705882352946,21.482842712474824,50
108,-171.5,23.700000000000276,19.764705882352946,21.682842712475097,50
109,-171.5,23.90000000000009,19.764705882352946,21.882842712474915,50
110,-171.5,24.09999999999991,19.764705882352946,22.082842712474733,50
111,-171.5,24.300000000000185,19.764705882352946,22.28284271247501,50
112,-171.5,24.5,19.764705882352946,22.482842712474824,50
113,-171.5,24.700000000000276,19.764705882352946,22.682842712475097,50
114,-171.5,24.90000000000009,19.764705882352946,22.882842712474915,50
115,-171.5,25.09999999999991,19.764705882352946,23.082842712474733,50
116,-171.5,25.300000000000185,19.764705882352946,23.28284271247501,50
117,-171.5,25.5,19.764705882352946,23.482842712474824,50
118,-171.5,25.700000000000276,19.764705882352946,23.682842712475097,50
119,-171.5,25.90000000000009,19.764705882352946,23.882842712474915,50
120,-171.5,26.09999999999991,19.764705882352946,24.082842712474733,50
121,-171.5,26.300000000000185,19.764705882352946,24.28284271247501,50
122,-171.5,26.5,19.764705882352946,24.482842712474824,50
123,-171.5,26.700000000000276,19.764705882352946,24.682842712475097,50
124,-171.5,26.90000000000009,19.764705882352946,24.882842712474915,50
125,-171.5,27.09999999999991,19.764705882352946,25.082842712474733,50
126,-171.70000000000027,27.300000000000185,19.764705882352946,25.36568542494974,50
127,-171.70000000000027,27.5,19.764705882352946,25.56568542494956,50
128,-171.70000000000027,27.700000000000276,19.764705882352946,25.76568542494983,50
129,-171.70000000000027,27.90000000000009,19.764705882352946,25.965685424949648,50
130,-171.70000000000027,28.09999999999991,19.764705882352946,26.165685424949466,50
131,-171.70000000000027,28.300000000000185,19.764705882352946,26.36568542494974,50
132,-171.70000000000027,28.5,19.764705882352946,26.56568542494956,50
133,-171.70000000000027,28.700000000000276,19.764705882352946,26.76568542494983,50
134,-171.70000000000027,28.90000000000009,19.764705882352946,26.965685424949648,50
135,-171.70000000000027,29.09999999999991,19.764705882352946,27.165685424949466,50
136,-171.70000000000027,29.300000000000185,19.764705882352946,27.36568542494974,50
137,-171.70000000000027,29.5,19.764705882352946,27.56568542494956,50
138,-171.70000000000027,29.700000000000276,19.764705882352946,27.76568542494983,50
139,-171.70000000000027,29.90000000000009,19.764705882352946,27.965685424949648,50
140,-171.70000000000027,30.09999999999991,19.764705882352946,28.165685424949466,50
141,-171.70000000000027,30.300000000000185,19.764705882352946,28.36568542494974,50
142,-171.70000000000027,30.5,19.764705882352946,28.56568542494956,50
143,-171.70000000000027,30.700000000000276,19.764705882352946,28.76568542494983,50
144,-171.70000000000027,30.90000000000009,19.764705882352946,28.965685424949648,50
145,-171.70000000000027,31.09999999999991,19.764705882352946,29.165685424949466,50
146,-171.70000000000027,31.300000000000185,19.764705882352946,29.36568542494974,50
147,-171.70000000000027,31.5,19.764705882352946,29.56568542494956,50
148,-171.70000000000027,31.700000000000276,19.764705882352946,29.76568542494983,50
149,-171.70000000000027,31.90000000000009,19.764705882352946,29.965685424949648,50
150,-171.70000000000027,32.09999999999991,19.764705882352946,30.165685424949466,50
151,-171.70000000000027,32.30000000000018,19.764705882352946,30.36568542494974,50
152,-171.70000000000027,32.5,19.764705882352946,30.56568542494956,50
153,-171.70000000000027,32.70000000000027,19.764705882352946,30.76568542494983,50
154,-171.70000000000027,32.90000000000009,19.764705882352946,30.965685424949648,50
155,-171.70000000000027,33.09999999999991,19.764705882352946,31.165685424949466,50
156,-171.70000000000027,33.30000000000018,19.764705882352946,31.36568542494974,50
157,-171.70000000000027,33.5,19.764705882352946,31.56568542494956,50
158,-171.70000000000027,33.70000000000027,19.764705882352946,31.76568542494983,50
159,-171.70000000000027,33.90000000000009,19.764705882352946,31.965685424949648,50
160,-171.70000000000027,34.09999999999991,19.764705882352946,32.165685424949466,50
161,-171.70000000000027,34.30000000000018,19.764705882352946,32.36568542494974,50
162,-171.70000000000027,34.5,19.764705882352946,32.56568542494956,50
163,-171.70000000000027,34.70000000000027,19.764705882352946,32.76568542494983,50
164,-171.70000000000027,34.90000000000009,19.764705882352946,32.96568542494965,50
165,-171.70000000000027,35.09999999999991,19.764705882352946,33.165685424949466,50
166,-171.70000000000027,35.30000000000018,19.764705882352946,33.36568542494974,50
167,-171.70000000000027,35.5,19.764705882352946,33.56568542494956,50
168,-171.70000000000027,35.70000000000027,19.764705882352946,33.76568542494983,50
169,-171.70000000000027,35.90000000000009,19.764705882352946,33.96568542494965,50
170,-171.70000000000027,36.09999999999991,19.764705882352946,34.165685424949466,50
