Unnamed: 0,y,x,z,distance,speedlimit
0,-154.9000000000001,-1018.1,19.764705882352946,0.0,50
1,-154.70000000000027,-1017.9,19.764705882352946,0.2828427124745225,50
2,-154.70000000000027,-1017.7,19.764705882352946,0.4828427124743406,50
3,-154.70000000000027,-1017.5,19.764705882352946,0.6828427124743861,50
4,-154.70000000000027,-1017.3,19.764705882352946,0.8828427124744316,50
5,-154.70000000000027,-1017.1,19.764705882352946,1.082842712474477,50
6,-154.70000000000027,-1016.9,19.764705882352946,1.2828427124745223,50
7,-154.70000000000027,-1016.7,19.764705882352946,1.4828427124743406,50
8,-154.70000000000027,-1016.5,19.764705882352946,1.682842712474386,50
9,-154.70000000000027,-1016.3,19.764705882352946,1.882842712474432,50
10,-154.70000000000027,-1016.1,19.764705882352946,2.082842712474477,50
11,-154.70000000000027,-1015.9,19.764705882352946,2.2828427124745225,50
12,-154.70000000000027,-1015.7,19.764705882352946,2.4828427124743406,50
13,-154.70000000000027,-1015.5,19.764705882352946,2.682842712474386,50
14,-154.70000000000027,-1015.3,19.764705882352946,2.882842712474432,50
15,-154.70000000000027,-1015.1,19.764705882352946,3.082842712474477,50
16,-154.70000000000027,-1014.9,19.764705882352946,3.2828427124745225,50
17,-154.70000000000027,-1014.7,19.764705882352946,3.4828427124743406,50
18,-154.70000000000027,-1014.5,19.764705882352946,3.682842712474386,50
19,-154.70000000000027,-1014.3,19.764705882352946,3.882842712474432,50
20,-154.70000000000027,-1014.1,19.764705882352946,4.082842712474477,50
21,-154.70000000000027,-1013.9,19.764705882352946,4.2828427124745225,50
22,-154.70000000000027,-1013.7,19.764705882352946,4.482842712474341,50
23,-154.70000000000027,-1013.5,19.764705882352946,4.682842712474386,50
24,-154.70000000000027,-1013.3,19.764705882352946,4.882842712474432,50
25,-154.70000000000027,-1013.1,19.764705882352946,5.082842712474477,50
26,-154.70000000000027,-1012.9,19.764705882352946,5.2828427124745225,50
27,-154.70000000000027,-1012.7,19.764705882352946,5.482842712474341,50
28,-154.70000000000027,-1012.5,19.764705882352946,5.682842712474386,50
29,-154.70000000000027,-1012.3,19.764705882352946,5.882842712474432,50
30,-154.70000000000027,-1012.1,19.764705882352946,6.082842712474477,50
31,-154.70000000000027,-1011.9,19.764705882352946,6.2828427124745225,50
32,-154.70000000000027,-1011.7,19.764705882352946,6.482842712474341,50
33,-154.70000000000027,-1011.5,19.764705882352946,6.682842712474386,50
34,-154.70000000000027,-1011.3,19.764705882352946,6.882842712474432,50
35,-154.70000000000027,-1011.1,19.764705882352946,7.082842712474477,50
36,-154.70000000000027,-1010.9,19.764705882352946,7.282842712474522,50
